From,To,weight
Jagannadan Varadarajan,Xueou Wang,2
Jagannadan Varadarajan,Yifang Yin,1
Roger Zimmermann,See-Kiong Ng,1
Roger Zimmermann,Xueou Wang,1
Roger Zimmermann,Yifang Yin,1
See-Kiong Ng,Xueou Wang,2
See-Kiong Ng,Yifang Yin,1
Xueou Wang,Yifang Yin,1
Evimaria Terzi,Harshal A. Chaudhari,1
Evimaria Terzi,John W. Byers,1
Harshal A. Chaudhari,John W. Byers,1
Aruna Jammalamadaka,Dana Warmsley,1
Aruna Jammalamadaka,Sasha Strelnikoff,1
Dana Warmsley,Sasha Strelnikoff,1
Junbo Zhang,Shun Chen,1
Junbo Zhang,Sijie Ruan,1
Junbo Zhang,Tianrui Li,1
Junbo Zhang,Xiaodu Yang,1
Junbo Zhang,Xiuwen Yi,1
Junbo Zhang,Yu Zheng,2
Shun Chen,Sijie Ruan,1
Shun Chen,Tianrui Li,1
Shun Chen,Xiaodu Yang,1
Shun Chen,Xiuwen Yi,1
Shun Chen,Yu Zheng,1
Sijie Ruan,Tianrui Li,1
Sijie Ruan,Xiaodu Yang,1
Sijie Ruan,Xiuwen Yi,1
Sijie Ruan,Yu Zheng,1
Tianrui Li,Xiaodu Yang,1
Tianrui Li,Xiuwen Yi,1
Tianrui Li,Yu Zheng,1
Xiaodu Yang,Xiuwen Yi,1
Xiaodu Yang,Yu Zheng,1
Xiuwen Yi,Yu Zheng,1
Jamie Callan,Krisztian Balog,1
Jamie Callan,Shuo Zhang 0006,1
Krisztian Balog,Shuo Zhang 0006,4
Divyesh Jadav,Mu Qiao,1
Divyesh Jadav,Yuya Jeremy Ong,1
Mu Qiao,Yuya Jeremy Ong,1
Lazhar Labiod,Mohamed Nadif,1
Lazhar Labiod,Séverine Affeldt,1
Mohamed Nadif,Séverine Affeldt,1
Cyrus Cousins,Fabio Vandin,1
Cyrus Cousins,Leonardo Pellegrina,1
Cyrus Cousins,Matteo Riondato,1
Fabio Vandin,Leonardo Pellegrina,1
Fabio Vandin,Matteo Riondato,1
Leonardo Pellegrina,Matteo Riondato,1
George Chin,Mikel Joaristi,1
George Chin,Rahul Deshmukh,2
George Chin,Sumit Purohit,1
Mikel Joaristi,Rahul Deshmukh,1
Mikel Joaristi,Sumit Purohit,1
Rahul Deshmukh,Sumit Purohit,1
Chang-Tien Lu,Jason Wang,1
Chang-Tien Lu,Kaiqun Fu,1
Jason Wang,Kaiqun Fu,1
Di Wang 0008,Manman Xu,1
Di Wang 0008,Runhua Jiang,1
Di Wang 0008,Tao Wang 0052,1
Di Wang 0008,Xiaoju Lu,1
Manman Xu,Runhua Jiang,1
Manman Xu,Tao Wang 0052,1
Manman Xu,Xiaoju Lu,1
Runhua Jiang,Tao Wang 0052,1
Runhua Jiang,Xiaoju Lu,1
Tao Wang 0052,Xiaoju Lu,1
Andrew M. Dai,Claire Cui,1
Andrew M. Dai,Denny Zhou,1
Andrew M. Dai,Kun Zhang,1
Andrew M. Dai,Nan Du,1
Andrew M. Dai,Yuan Xue,1
Andrew M. Dai,Zhen Xu,1
Claire Cui,Denny Zhou,1
Claire Cui,Kun Zhang,1
Claire Cui,Nan Du,1
Claire Cui,Yuan Xue,1
Claire Cui,Zhen Xu,1
Denny Zhou,Kun Zhang,1
Denny Zhou,Nan Du,1
Denny Zhou,Yuan Xue,1
Denny Zhou,Zhen Xu,1
Kun Zhang,Nan Du,1
Kun Zhang,Yuan Xue,1
Kun Zhang,Zhen Xu,1
Nan Du,Yuan Xue,1
Nan Du,Zhen Xu,1
Yuan Xue,Zhen Xu,1
Bo Li 0064,Kun Kuang,1
Bo Li 0064,Linjun Zhou,1
Bo Li 0064,Peng Cui 0001,2
Bo Li 0064,Renzhe Xu,1
Bo Li 0064,Wei Cui,1
Bo Li 0064,Zheyan Shen,2
Kun Kuang,Linjun Zhou,1
Kun Kuang,Peng Cui 0001,1
Kun Kuang,Renzhe Xu,1
Kun Kuang,Wei Cui,1
Kun Kuang,Zheyan Shen,1
Linjun Zhou,Peng Cui 0001,1
Linjun Zhou,Renzhe Xu,1
Linjun Zhou,Wei Cui,1
Linjun Zhou,Zheyan Shen,1
Peng Cui 0001,Renzhe Xu,1
Peng Cui 0001,Wei Cui,1
Peng Cui 0001,Zheyan Shen,3
Renzhe Xu,Wei Cui,1
Renzhe Xu,Zheyan Shen,1
Wei Cui,Zheyan Shen,1
Aron Laszka,Jens Grossklags,1
Aron Laszka,Mehmet Bahadir Kirdan,1
Aron Laszka,Sadegh Farhang,1
Jens Grossklags,Mehmet Bahadir Kirdan,1
Jens Grossklags,Sadegh Farhang,1
Mehmet Bahadir Kirdan,Sadegh Farhang,1
George Vladut Popescu,Gheorghe M. Stefan,1
George Vladut Popescu,Mihaela Malita,1
Gheorghe M. Stefan,Mihaela Malita,1
Akbar Siami Namin,Shuvalaxmi Dass,1
Maryam Rahnemoonfar,Odair Fernandes,1
Maryam Rahnemoonfar,Robin R. Murphy,1
Maryam Rahnemoonfar,Tashnim Chowdhury,1
Odair Fernandes,Robin R. Murphy,1
Odair Fernandes,Tashnim Chowdhury,1
Robin R. Murphy,Tashnim Chowdhury,1
Panagiotis Papapetrou,Tony Lindgren,1
Panagiotis Papapetrou,Zed Lee,1
Tony Lindgren,Zed Lee,1
Feng Ji,Feng-Lin Li,1
Feng Ji,Guohai Xu,1
Feng Ji,Haiqing Chen,3
Feng Ji,Hehong Chen,1
Feng Ji,Ji Zhang,2
Feng Ji,Tian Qiu,1
Feng-Lin Li,Guohai Xu,1
Feng-Lin Li,Haiqing Chen,1
Feng-Lin Li,Hehong Chen,1
Feng-Lin Li,Ji Zhang,1
Feng-Lin Li,Tian Qiu,1
Guohai Xu,Haiqing Chen,1
Guohai Xu,Hehong Chen,1
Guohai Xu,Ji Zhang,1
Guohai Xu,Tian Qiu,1
Haiqing Chen,Hehong Chen,1
Haiqing Chen,Ji Zhang,2
Haiqing Chen,Tian Qiu,1
Hehong Chen,Ji Zhang,1
Hehong Chen,Tian Qiu,1
Ji Zhang,Tian Qiu,1
Defu Lian,Enhong Chen,3
Defu Lian,Qi Liu 0003,1
Enhong Chen,Qi Liu 0003,2
Arjuna Chala,Lili Xu,1
Arjuna Chala,Matthias Murray,1
Arjuna Chala,Roger Dev,1
Lili Xu,Matthias Murray,1
Lili Xu,Roger Dev,1
Matthias Murray,Roger Dev,1
Junzhou Huang,Minnan Luo,1
Junzhou Huang,Qinghua Zheng,1
Junzhou Huang,Tingyang Xu,2
Junzhou Huang,Wenbing Huang,2
Junzhou Huang,Yu Rong,3
Junzhou Huang,Zhen Peng,1
Minnan Luo,Qinghua Zheng,2
Minnan Luo,Tingyang Xu,1
Minnan Luo,Wenbing Huang,1
Minnan Luo,Yu Rong,1
Minnan Luo,Zhen Peng,1
Qinghua Zheng,Tingyang Xu,1
Qinghua Zheng,Wenbing Huang,1
Qinghua Zheng,Yu Rong,1
Qinghua Zheng,Zhen Peng,1
Tingyang Xu,Wenbing Huang,2
Tingyang Xu,Yu Rong,2
Tingyang Xu,Zhen Peng,1
Wenbing Huang,Yu Rong,2
Wenbing Huang,Zhen Peng,1
Yu Rong,Zhen Peng,1
Anna Pyayt,Michael N. Gubanov,1
Anna Pyayt,Prahathees Eswara,1
Anna Pyayt,Rituparna Khan,1
Anna Pyayt,Robert Brzozowski,1
Michael N. Gubanov,Prahathees Eswara,1
Michael N. Gubanov,Rituparna Khan,4
Michael N. Gubanov,Robert Brzozowski,1
Prahathees Eswara,Rituparna Khan,1
Prahathees Eswara,Robert Brzozowski,1
Rituparna Khan,Robert Brzozowski,1
Florian T. Pokorny,Vladislav Polianskii,1
Athanasios Andreou,Fabrício Benevenuto,1
Athanasios Andreou,Lucas Santos de Oliveira,1
Athanasios Andreou,Márcio Silva,1
Athanasios Andreou,Oana Goga,1
Athanasios Andreou,Pedro Olmo Stancioli Vaz de Melo,1
Fabrício Benevenuto,Lucas Santos de Oliveira,1
Fabrício Benevenuto,Márcio Silva,1
Fabrício Benevenuto,Oana Goga,1
Fabrício Benevenuto,Pedro Olmo Stancioli Vaz de Melo,2
Lucas Santos de Oliveira,Márcio Silva,1
Lucas Santos de Oliveira,Oana Goga,1
Lucas Santos de Oliveira,Pedro Olmo Stancioli Vaz de Melo,1
Márcio Silva,Oana Goga,1
Márcio Silva,Pedro Olmo Stancioli Vaz de Melo,1
Oana Goga,Pedro Olmo Stancioli Vaz de Melo,1
Izzat Alsmadi,Julia Thee,1
Izzat Alsmadi,Samer Al-khateeb,1
Julia Thee,Samer Al-khateeb,1
Betul Bayrak,Erdogan Dogdu,1
Betul Bayrak,Roya Choupani,1
Erdogan Dogdu,Roya Choupani,2
Amelia White,Chris Jenness,1
Amelia White,Jason Kaufman,1
Amelia White,Justin Moynihan,1
Amelia White,Melinda Han Williams,1
Amelia White,Patrick McCarthy,1
Amelia White,Roger Cost,1
Amelia White,Wickus Martin,1
Chris Jenness,Jason Kaufman,1
Chris Jenness,Justin Moynihan,1
Chris Jenness,Melinda Han Williams,1
Chris Jenness,Patrick McCarthy,1
Chris Jenness,Roger Cost,1
Chris Jenness,Wickus Martin,1
Jason Kaufman,Justin Moynihan,1
Jason Kaufman,Melinda Han Williams,1
Jason Kaufman,Patrick McCarthy,1
Jason Kaufman,Roger Cost,1
Jason Kaufman,Wickus Martin,1
Justin Moynihan,Melinda Han Williams,1
Justin Moynihan,Patrick McCarthy,1
Justin Moynihan,Roger Cost,1
Justin Moynihan,Wickus Martin,1
Melinda Han Williams,Patrick McCarthy,1
Melinda Han Williams,Roger Cost,1
Melinda Han Williams,Wickus Martin,1
Patrick McCarthy,Roger Cost,1
Patrick McCarthy,Wickus Martin,1
Roger Cost,Wickus Martin,1
Amir Gholami,Kurt Keutzer,1
Amir Gholami,Michael W. Mahoney,1
Amir Gholami,Zhewei Yao,1
Kurt Keutzer,Michael W. Mahoney,1
Kurt Keutzer,Zhewei Yao,1
Michael W. Mahoney,Zhewei Yao,1
Aidong Zhang,Jianhui Sun,3
Aidong Zhang,Liuyi Yao,1
Aidong Zhang,Mengdi Huai,1
Aidong Zhang,Renqin Cai,1
Jianhui Sun,Liuyi Yao,1
Jianhui Sun,Mengdi Huai,1
Jianhui Sun,Renqin Cai,1
Liuyi Yao,Mengdi Huai,1
Liuyi Yao,Renqin Cai,1
Mengdi Huai,Renqin Cai,1
Bing Zhou,Merve Astekin,1
Bing Zhou,Narasimha K. Shashidhar,1
Bing Zhou,Selim Ozcan,1
Merve Astekin,Narasimha K. Shashidhar,1
Merve Astekin,Selim Ozcan,1
Narasimha K. Shashidhar,Selim Ozcan,1
Cameron Musco,Sudhanshu Chanpuriya,1
Elijah Hill,Francesca Spezzano,1
Elijah Hill,Mayson Green,1
Elijah Hill,Nikesh Joshi,1
Francesca Spezzano,Mayson Green,1
Francesca Spezzano,Nikesh Joshi,1
Mayson Green,Nikesh Joshi,1
Kevyn Collins-Thompson,Mengqiu Teng,1
Kevyn Collins-Thompson,Paul N. Bennett,1
Kevyn Collins-Thompson,Rohail Syed,1
Kevyn Collins-Thompson,Shamsi T. Iqbal,1
Kevyn Collins-Thompson,Shane Williams,1
Kevyn Collins-Thompson,Wendy W. Tay,1
Mengqiu Teng,Paul N. Bennett,1
Mengqiu Teng,Rohail Syed,1
Mengqiu Teng,Shamsi T. Iqbal,1
Mengqiu Teng,Shane Williams,1
Mengqiu Teng,Wendy W. Tay,1
Paul N. Bennett,Rohail Syed,1
Paul N. Bennett,Shamsi T. Iqbal,1
Paul N. Bennett,Shane Williams,1
Paul N. Bennett,Wendy W. Tay,1
Rohail Syed,Shamsi T. Iqbal,1
Rohail Syed,Shane Williams,1
Rohail Syed,Wendy W. Tay,1
Shamsi T. Iqbal,Shane Williams,1
Shamsi T. Iqbal,Wendy W. Tay,1
Shane Williams,Wendy W. Tay,1
Frédéric Pennerath,Jilles Vreeken,1
Frédéric Pennerath,Panagiotis Mandros,1
Jilles Vreeken,Panagiotis Mandros,2
Huimin Ren,Jun Luo 0007,1
Huimin Ren,Menghai Pan,1
Huimin Ren,Xun Zhou,1
Huimin Ren,Yanhua Li,1
Jun Luo 0007,Menghai Pan,2
Jun Luo 0007,Xun Zhou,4
Jun Luo 0007,Yanhua Li,4
Menghai Pan,Xun Zhou,2
Menghai Pan,Yanhua Li,2
Xun Zhou,Yanhua Li,4
George Pakapol Supaniratisai,Jan Overgoor,1
George Pakapol Supaniratisai,Johan Ugander,1
Jan Overgoor,Johan Ugander,1
Charlotte Bax,Eric Bax,1
Anli Ji,Berkay Aydin,3
Anli Ji,Manolis K. Georgoulis,2
Anli Ji,Rafal A. Angryk,4
Anli Ji,Xumin Cai,2
Berkay Aydin,Manolis K. Georgoulis,4
Berkay Aydin,Rafal A. Angryk,5
Berkay Aydin,Xumin Cai,2
Manolis K. Georgoulis,Rafal A. Angryk,4
Manolis K. Georgoulis,Xumin Cai,1
Rafal A. Angryk,Xumin Cai,2
Carlos Ordonez 0001,Sikder Tahsin Al-Amin,3
Carlos Ordonez 0001,Xiantian Zhou,2
Sikder Tahsin Al-Amin,Xiantian Zhou,1
Adam Henderson,Huan Liu 0001,1
Adam Henderson,Liangjie Hong,1
Adam Henderson,Ruocheng Guo,1
Adam Henderson,Xiaoting Zhao,1
Huan Liu 0001,Liangjie Hong,1
Huan Liu 0001,Ruocheng Guo,1
Huan Liu 0001,Xiaoting Zhao,1
Liangjie Hong,Ruocheng Guo,1
Liangjie Hong,Xiaoting Zhao,1
Ruocheng Guo,Xiaoting Zhao,1
Jilles Vreeken,Jonas Fischer,1
Bryan Hooi,Kijung Shin,1
Bryan Hooi,Manh Tuan Do,1
Bryan Hooi,Se-eun Yoon,1
Kijung Shin,Manh Tuan Do,1
Kijung Shin,Se-eun Yoon,2
Manh Tuan Do,Se-eun Yoon,1
Chetan Gupta 0001,Chi Zhang,1
Chetan Gupta 0001,Haiyan Wang,2
Chetan Gupta 0001,Hamed Khorasgani,2
Chetan Gupta 0001,Philip Odonkor,1
Chetan Gupta 0001,Shuai Zheng,1
Chetan Gupta 0001,Susumu Serita,1
Chi Zhang,Haiyan Wang,1
Chi Zhang,Hamed Khorasgani,1
Chi Zhang,Philip Odonkor,1
Chi Zhang,Shuai Zheng,1
Chi Zhang,Susumu Serita,1
Haiyan Wang,Hamed Khorasgani,2
Haiyan Wang,Philip Odonkor,1
Haiyan Wang,Shuai Zheng,1
Haiyan Wang,Susumu Serita,1
Hamed Khorasgani,Philip Odonkor,1
Hamed Khorasgani,Shuai Zheng,1
Hamed Khorasgani,Susumu Serita,1
Philip Odonkor,Shuai Zheng,1
Philip Odonkor,Susumu Serita,1
Shuai Zheng,Susumu Serita,1
Eric P. Xing,Zhiting Hu,1
Ankita Agarwal,Preetham Salehundam,1
Ankita Agarwal,Swati Padhee,1
Ankita Agarwal,Tanvi Banerjee,2
Ankita Agarwal,William L. Romine,2
Preetham Salehundam,Swati Padhee,1
Preetham Salehundam,Tanvi Banerjee,1
Preetham Salehundam,William L. Romine,1
Swati Padhee,Tanvi Banerjee,2
Swati Padhee,William L. Romine,1
Tanvi Banerjee,William L. Romine,2
Hao Liu 0026,Huaibo Mei,1
Hao Liu 0026,Hui Xiong 0001,2
Hao Liu 0026,Jingbo Zhou,2
Hao Liu 0026,Xu Ma,1
Hao Liu 0026,Yanjie Fu,1
Hao Liu 0026,Ying Li,1
Huaibo Mei,Hui Xiong 0001,1
Huaibo Mei,Jingbo Zhou,1
Huaibo Mei,Xu Ma,1
Huaibo Mei,Yanjie Fu,1
Huaibo Mei,Ying Li,1
Hui Xiong 0001,Jingbo Zhou,4
Hui Xiong 0001,Xu Ma,1
Hui Xiong 0001,Yanjie Fu,1
Hui Xiong 0001,Ying Li,1
Jingbo Zhou,Xu Ma,1
Jingbo Zhou,Yanjie Fu,1
Jingbo Zhou,Ying Li,1
Xu Ma,Yanjie Fu,1
Xu Ma,Ying Li,1
Yanjie Fu,Ying Li,1
Andrey Kan,Chenwei Zhang,2
Andrey Kan,Christos Faloutsos,3
Andrey Kan,Jiawei Han 0001,2
Andrey Kan,Tong Zhao,3
Andrey Kan,Xin Luna Dong,3
Andrey Kan,Yuning Mao,2
Chenwei Zhang,Christos Faloutsos,2
Chenwei Zhang,Jiawei Han 0001,2
Chenwei Zhang,Tong Zhao,2
Chenwei Zhang,Xin Luna Dong,2
Chenwei Zhang,Yuning Mao,2
Christos Faloutsos,Jiawei Han 0001,3
Christos Faloutsos,Tong Zhao,4
Christos Faloutsos,Xin Luna Dong,5
Christos Faloutsos,Yuning Mao,2
Jiawei Han 0001,Tong Zhao,2
Jiawei Han 0001,Xin Luna Dong,3
Jiawei Han 0001,Yuning Mao,3
Tong Zhao,Xin Luna Dong,4
Tong Zhao,Yuning Mao,2
Xin Luna Dong,Yuning Mao,2
Ben Sawyer,Courtney Crooks,1
Ben Sawyer,David Muchlinski,1
Ben Sawyer,Matthew Canham,1
Ben Sawyer,Tom McNeil,1
Courtney Crooks,David Muchlinski,1
Courtney Crooks,Matthew Canham,1
Courtney Crooks,Tom McNeil,1
David Muchlinski,Matthew Canham,1
David Muchlinski,Tom McNeil,1
Matthew Canham,Tom McNeil,1
Alina Campan,Alyssa Appelman,1
Alina Campan,Celine Wardrop,1
Alina Campan,Shawn Huesman,1
Alina Campan,Traian Marius Truta,1
Alyssa Appelman,Celine Wardrop,1
Alyssa Appelman,Shawn Huesman,1
Alyssa Appelman,Traian Marius Truta,1
Celine Wardrop,Shawn Huesman,1
Celine Wardrop,Traian Marius Truta,1
Shawn Huesman,Traian Marius Truta,1
Christian Böhm,Claudia Plant,4
Foster J. Provost,Ron Bekkerman,1
Foster J. Provost,Vanja Josifovski,1
Ron Bekkerman,Vanja Josifovski,1
Ji Zhang,Jialin Wang,1
Ji Zhang,Jiaming Huang,1
Ji Zhang,Jun Gao,1
Ji Zhang,Junxiao Jiang,1
Ji Zhang,Pengcheng Zou,1
Ji Zhang,Rong Xiao,1
Ji Zhang,Xiaoru Qu,1
Ji Zhang,Zhao Li,1
Ji Zhang,Zhipeng Zhang,1
Jialin Wang,Jiaming Huang,1
Jialin Wang,Jun Gao,1
Jialin Wang,Junxiao Jiang,1
Jialin Wang,Pengcheng Zou,1
Jialin Wang,Rong Xiao,1
Jialin Wang,Xiaoru Qu,1
Jialin Wang,Zhao Li,1
Jialin Wang,Zhipeng Zhang,1
Jiaming Huang,Jun Gao,1
Jiaming Huang,Junxiao Jiang,1
Jiaming Huang,Pengcheng Zou,1
Jiaming Huang,Rong Xiao,1
Jiaming Huang,Xiaoru Qu,1
Jiaming Huang,Zhao Li,1
Jiaming Huang,Zhipeng Zhang,1
Jun Gao,Junxiao Jiang,1
Jun Gao,Pengcheng Zou,1
Jun Gao,Rong Xiao,1
Jun Gao,Xiaoru Qu,1
Jun Gao,Zhao Li,1
Jun Gao,Zhipeng Zhang,1
Junxiao Jiang,Pengcheng Zou,1
Junxiao Jiang,Rong Xiao,1
Junxiao Jiang,Xiaoru Qu,1
Junxiao Jiang,Zhao Li,1
Junxiao Jiang,Zhipeng Zhang,1
Pengcheng Zou,Rong Xiao,1
Pengcheng Zou,Xiaoru Qu,1
Pengcheng Zou,Zhao Li,1
Pengcheng Zou,Zhipeng Zhang,1
Rong Xiao,Xiaoru Qu,1
Rong Xiao,Zhao Li,1
Rong Xiao,Zhipeng Zhang,1
Xiaoru Qu,Zhao Li,1
Xiaoru Qu,Zhipeng Zhang,1
Zhao Li,Zhipeng Zhang,1
David Rohde,Flavian Vasile,2
David Rohde,Martin Bompaire,1
David Rohde,Olivier Jeunen,1
Flavian Vasile,Martin Bompaire,1
Flavian Vasile,Olivier Jeunen,1
Martin Bompaire,Olivier Jeunen,1
Kin K. Leung,Konstantinos Poularakis,1
Kin K. Leung,Liang Ma 0002,1
Kin K. Leung,Mudhakar Srivatsa,1
Kin K. Leung,Ziyao Zhang,1
Konstantinos Poularakis,Liang Ma 0002,1
Konstantinos Poularakis,Mudhakar Srivatsa,1
Konstantinos Poularakis,Ziyao Zhang,1
Liang Ma 0002,Mudhakar Srivatsa,1
Liang Ma 0002,Ziyao Zhang,1
